symbol,name,raw_name,market,sector,theme,enabled,resolved,note
III.L,3i Group,3i Group,GB,Financial,Bank,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
RIO.L,Rio Tinto,Rio Tinto,GB,Resources,Resources,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
GLEN.L,Glencore,Glencore,GB,Metals & Mining,Copper,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
AAL.L,Anglo American,Anglo American,GB,Resources,Resources,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
ANTO.L,Antofagasta,Antofagasta,GB,Metals & Mining,Copper,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
CRH.L,CRH,CRH,GB,Construction,Construction,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
BDEV.L,Barratt Redrow,Barratt Redrow,GB,Construction,Construction,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
PSN.L,Persimmon,Persimmon,GB,Construction,Construction,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
VOD.L,Vodafone Group,Vodafone Group,GB,Telecommunication,Telecom,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
BT.A.L,BT Group,BT Group,GB,Telecommunication,Telecom,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
ULVR.L,Unilever,Unilever,GB,Consumer,Consumer,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
DGE.L,Diageo,Diageo,GB,Consumer,Consumer,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
SMT.L,Scottish Mortgage Investment Trust,Scottish Mortgage Investment Trust,GB,Technology,AI,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
WPP.L,WPP,WPP,GB,Technology,AI,False,False,seed_candidate;country=United Kingdom;verify_with_toss_stock_info_before_live
300750.SZ,Contemporary Amperex Technology,Contemporary Amperex Technology,CN,Battery Materials,Secondary Battery,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
002594.SZ,BYD,BYD,CN,Automotive,Autonomous Driving,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
688981.SS,Semiconductor Manufacturing International,Semiconductor Manufacturing International,CN,Semiconductor,Semiconductor,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
688041.SS,Hygon Information Technology,Hygon Information Technology,CN,Semiconductor,Semiconductor,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
603501.SS,Will Semiconductor,Will Semiconductor,CN,Semiconductor,Semiconductor,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
000063.SZ,ZTE,ZTE,CN,Technology,AI,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
002415.SZ,Hangzhou Hikvision Digital Technology,Hangzhou Hikvision Digital Technology,CN,Technology,AI,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
000333.SZ,Midea Group,Midea Group,CN,Industrial Automation,Robotics,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
000651.SZ,Gree Electric Appliances,Gree Electric Appliances,CN,Industrial Automation,Robotics,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601012.SS,LONGi Green Energy Technology,LONGi Green Energy Technology,CN,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600438.SS,Tongwei,Tongwei,CN,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601857.SS,PetroChina,PetroChina,CN,Energy,Energy,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600028.SS,China Petroleum & Chemical,China Petroleum & Chemical,CN,Energy,Energy,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601088.SS,China Shenhua Energy,China Shenhua Energy,CN,Resources,Resources,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601899.SS,Zijin Mining Group,Zijin Mining Group,CN,Metals & Mining,Copper,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600547.SS,Shandong Gold Mining,Shandong Gold Mining,CN,Resources,Resources,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600276.SS,Jiangsu Hengrui Pharmaceuticals,Jiangsu Hengrui Pharmaceuticals,CN,Healthcare,Biotech,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
300760.SZ,Shenzhen Mindray Bio-Medical Electronics,Shenzhen Mindray Bio-Medical Electronics,CN,Healthcare,Healthcare,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601668.SS,China State Construction Engineering,China State Construction Engineering,CN,Construction,Construction,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601390.SS,China Railway Group,China Railway Group,CN,Construction,Construction,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601186.SS,China Railway Construction,China Railway Construction,CN,Construction,Construction,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600893.SS,AVIC Shenyang Aircraft,AVIC Shenyang Aircraft,CN,Defense,Defense,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600760.SS,AVIC Xi'an Aircraft Industry Group,AVIC Xi'an Aircraft Industry Group,CN,Aerospace,Aerospace,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601318.SS,Ping An Insurance,Ping An Insurance,CN,Insurance,Insurance,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600036.SS,China Merchants Bank,China Merchants Bank,CN,Financial,Bank,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601398.SS,Industrial and Commercial Bank of China,Industrial and Commercial Bank of China,CN,Financial,Bank,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601288.SS,Agricultural Bank of China,Agricultural Bank of China,CN,Financial,Bank,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601939.SS,China Construction Bank,China Construction Bank,CN,Financial,Bank,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
601988.SS,Bank of China,Bank of China,CN,Financial,Bank,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
600030.SS,CITIC Securities,CITIC Securities,CN,Financial,Bank,False,False,seed_candidate;country=China;verify_with_toss_stock_info_before_live
D05.SI,DBS Group Holdings,DBS Group Holdings,SG,Financial,Bank,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
O39.SI,Oversea-Chinese Banking Corporation,Oversea-Chinese Banking Corporation,SG,Financial,Bank,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
U11.SI,United Overseas Bank,United Overseas Bank,SG,Financial,Bank,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
S68.SI,Singapore Exchange,Singapore Exchange,SG,Financial,Bank,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
Z74.SI,Singapore Telecommunications,Singapore Telecommunications,SG,Telecommunication,Telecom,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
S63.SI,Singapore Technologies Engineering,Singapore Technologies Engineering,SG,Defense,Defense,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
C6L.SI,Singapore Airlines,Singapore Airlines,SG,Aerospace,Aerospace,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
S58.SI,SATS,SATS,SG,Transportation,Logistics,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
BN4.SI,Keppel,Keppel,SG,Environmental Services,Green,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
U96.SI,Sembcorp Industries,Sembcorp Industries,SG,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
S51.SI,Seatrium,Seatrium,SG,Energy,Energy,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
BS6.SI,Yangzijiang Shipbuilding Holdings,Yangzijiang Shipbuilding Holdings,SG,Defense,Defense,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
V03.SI,Venture Corporation,Venture Corporation,SG,Semiconductor,Semiconductor,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
AWX.SI,AEM Holdings,AEM Holdings,SG,Semiconductor,Semiconductor,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
558.SI,UMS Integration,UMS Integration,SG,Semiconductor,Semiconductor,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
MZH.SI,Nanofilm Technologies International,Nanofilm Technologies International,SG,Semiconductor,Semiconductor,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
AIY.SI,iFAST Corporation,iFAST Corporation,SG,Technology,AI,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
BSL.SI,Raffles Medical Group,Raffles Medical Group,SG,Healthcare,Healthcare,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
C09.SI,City Developments,City Developments,SG,Construction,Construction,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
C38U.SI,CapitaLand Integrated Commercial Trust,CapitaLand Integrated Commercial Trust,SG,Real Estate,Real Estate,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
A17U.SI,CapitaLand Ascendas REIT,CapitaLand Ascendas REIT,SG,Real Estate,Real Estate,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
M44U.SI,Mapletree Logistics Trust,Mapletree Logistics Trust,SG,Transportation,Logistics,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
ME8U.SI,Mapletree Industrial Trust,Mapletree Industrial Trust,SG,Real Estate,Real Estate,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
BUOU.SI,Frasers Logistics & Commercial Trust,Frasers Logistics & Commercial Trust,SG,Transportation,Logistics,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
F34.SI,Wilmar International,Wilmar International,SG,Resources,Resources,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
VC2.SI,Olam Group,Olam Group,SG,Resources,Resources,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
C52.SI,ComfortDelGro,ComfortDelGro,SG,Environmental Services,Green,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
G13.SI,Genting Singapore,Genting Singapore,SG,Consumer,Consumer,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
Y92.SI,Thai Beverage,Thai Beverage,SG,Consumer,Consumer,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
H78.SI,Hongkong Land Holdings,Hongkong Land Holdings,SG,Real Estate,Real Estate,False,False,seed_candidate;country=Singapore;verify_with_toss_stock_info_before_live
BHP.AX,BHP Group,BHP Group,AU,Resources,Resources,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
RIO.AX,Rio Tinto,Rio Tinto,AU,Resources,Resources,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
FMG.AX,Fortescue,Fortescue,AU,Resources,Resources,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
SFR.AX,Sandfire Resources,Sandfire Resources,AU,Metals & Mining,Copper,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
MIN.AX,Mineral Resources,Mineral Resources,AU,Battery Materials,Secondary Battery,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
PLS.AX,Pilbara Minerals,Pilbara Minerals,AU,Battery Materials,Secondary Battery,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
LTR.AX,Liontown Resources,Liontown Resources,AU,Battery Materials,Secondary Battery,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
IGO.AX,IGO,IGO,AU,Battery Materials,Secondary Battery,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
LYC.AX,Lynas Rare Earths,Lynas Rare Earths,AU,Resources,Resources,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
WDS.AX,Woodside Energy Group,Woodside Energy Group,AU,Energy,Energy,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
STO.AX,Santos,Santos,AU,Energy,Energy,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
ORG.AX,Origin Energy,Origin Energy,AU,Energy,Energy,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
AGL.AX,AGL Energy,AGL Energy,AU,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
CBA.AX,Commonwealth Bank of Australia,Commonwealth Bank of Australia,AU,Financial,Bank,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
WBC.AX,Westpac Banking Corporation,Westpac Banking Corporation,AU,Financial,Bank,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
NAB.AX,National Australia Bank,National Australia Bank,AU,Financial,Bank,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
ANZ.AX,ANZ Group Holdings,ANZ Group Holdings,AU,Financial,Bank,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
MQG.AX,Macquarie Group,Macquarie Group,AU,Financial,Bank,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
CSL.AX,CSL,CSL,AU,Healthcare,Biotech,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
COH.AX,Cochlear,Cochlear,AU,Healthcare,Healthcare,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
RMD.AX,ResMed,ResMed,AU,Healthcare,Healthcare,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
XRO.AX,Xero,Xero,AU,Technology,AI,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
WTC.AX,WiseTech Global,WiseTech Global,AU,Technology,AI,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
ALU.AX,Altium,Altium,AU,Semiconductor,Semiconductor,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
NXT.AX,NEXTDC,NEXTDC,AU,Technology,AI,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
REA.AX,REA Group,REA Group,AU,Technology,AI,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
TCL.AX,Transurban Group,Transurban Group,AU,Construction,Construction,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
QAN.AX,Qantas Airways,Qantas Airways,AU,Aerospace,Aerospace,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
WES.AX,Wesfarmers,Wesfarmers,AU,Resources,Resources,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
WOW.AX,Woolworths Group,Woolworths Group,AU,Consumer,Consumer,False,False,seed_candidate;country=Australia;verify_with_toss_stock_info_before_live
PETR4.SA,Petroleo Brasileiro,Petroleo Brasileiro,BR,Energy,Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
PRIO3.SA,PRIO,PRIO,BR,Energy,Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
CSAN3.SA,Cosan,Cosan,BR,Energy,Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
ELET3.SA,Eletrobras,Eletrobras,BR,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
ENEV3.SA,Eneva,Eneva,BR,Energy,Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
EQTL3.SA,Equatorial Energia,Equatorial Energia,BR,Energy,Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
CPFE3.SA,CPFL Energia,CPFL Energia,BR,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
EGIE3.SA,ENGIE Brasil Energia,ENGIE Brasil Energia,BR,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
VALE3.SA,Vale,Vale,BR,Resources,Resources,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
GGBR4.SA,Gerdau,Gerdau,BR,Resources,Resources,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
CSNA3.SA,Companhia Siderurgica Nacional,Companhia Siderurgica Nacional,BR,Resources,Resources,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
USIM5.SA,Usinas Siderurgicas de Minas Gerais,Usinas Siderurgicas de Minas Gerais,BR,Resources,Resources,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
SUZB3.SA,Suzano,Suzano,BR,Resources,Resources,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
KLBN11.SA,Klabin,Klabin,BR,Resources,Resources,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
ITUB4.SA,Itau Unibanco Holding,Itau Unibanco Holding,BR,Financial,Bank,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
BBDC4.SA,Banco Bradesco,Banco Bradesco,BR,Financial,Bank,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
BBAS3.SA,Banco do Brasil,Banco do Brasil,BR,Financial,Bank,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
SANB11.SA,Banco Santander Brasil,Banco Santander Brasil,BR,Financial,Bank,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
B3SA3.SA,B3,B3,BR,Financial,Bank,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
WEGE3.SA,WEG,WEG,BR,Industrial Automation,Robotics,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
EMBR3.SA,Embraer,Embraer,BR,Aerospace,Aerospace,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
TOTS3.SA,TOTVS,TOTVS,BR,Technology,AI,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
RADL3.SA,Raia Drogasil,Raia Drogasil,BR,Healthcare,Healthcare,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
HAPV3.SA,Hapvida Participacoes,Hapvida Participacoes,BR,Healthcare,Healthcare,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
RDOR3.SA,Rede D'Or Sao Luiz,Rede D'Or Sao Luiz,BR,Healthcare,Healthcare,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
CYRE3.SA,Cyrela Brazil Realty,Cyrela Brazil Realty,BR,Construction,Construction,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
MRVE3.SA,MRV Engenharia e Participacoes,MRV Engenharia e Participacoes,BR,Construction,Construction,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
JBSS3.SA,JBS,JBS,BR,Consumer,Consumer,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
BRFS3.SA,BRF,BRF,BR,Consumer,Consumer,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
LREN3.SA,Lojas Renner,Lojas Renner,BR,Consumer,Consumer,False,False,seed_candidate;country=Brazil;verify_with_toss_stock_info_before_live
2222.SR,Saudi Arabian Oil Company,Saudi Arabian Oil Company,SA,Energy,Energy,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2010.SR,Saudi Basic Industries Corporation,Saudi Basic Industries Corporation,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1211.SR,Saudi Arabian Mining Company,Saudi Arabian Mining Company,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2082.SR,ACWA Power,ACWA Power,SA,Renewable Energy,Renewable Energy,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
5110.SR,Saudi Electricity Company,Saudi Electricity Company,SA,Energy,Energy,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
7010.SR,Saudi Telecom Company,Saudi Telecom Company,SA,Telecommunication,Telecom,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
7203.SR,Elm Company,Elm Company,SA,Technology,AI,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1120.SR,Al Rajhi Bank,Al Rajhi Bank,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1180.SR,Saudi National Bank,Saudi National Bank,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1150.SR,Alinma Bank,Alinma Bank,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1010.SR,Riyad Bank,Riyad Bank,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1020.SR,Bank AlJazira,Bank AlJazira,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1050.SR,Banque Saudi Fransi,Banque Saudi Fransi,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1060.SR,Saudi Awwal Bank,Saudi Awwal Bank,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1140.SR,Bank Albilad,Bank Albilad,SA,Financial,Bank,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2330.SR,Advanced Petrochemical Company,Advanced Petrochemical Company,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2350.SR,Saudi Kayan Petrochemical,Saudi Kayan Petrochemical,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2290.SR,Yanbu National Petrochemical,Yanbu National Petrochemical,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2310.SR,Sahara International Petrochemical,Sahara International Petrochemical,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2060.SR,National Industrialization Company,National Industrialization Company,SA,Resources,Resources,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
4030.SR,National Shipping Company of Saudi Arabia,National Shipping Company of Saudi Arabia,SA,Transportation,Logistics,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
4013.SR,Dr. Sulaiman Al Habib Medical Services,Dr. Sulaiman Al Habib Medical Services,SA,Healthcare,Healthcare,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
4002.SR,Mouwasat Medical Services,Mouwasat Medical Services,SA,Healthcare,Healthcare,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
4004.SR,Dallah Healthcare,Dallah Healthcare,SA,Healthcare,Healthcare,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
4009.SR,Middle East Healthcare Company,Middle East Healthcare Company,SA,Healthcare,Healthcare,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
3030.SR,Saudi Cement Company,Saudi Cement Company,SA,Construction,Construction,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
3020.SR,Yamama Cement Company,Yamama Cement Company,SA,Construction,Construction,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
3050.SR,Southern Province Cement Company,Southern Province Cement Company,SA,Construction,Construction,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
1304.SR,Al Yamamah Steel Industries,Al Yamamah Steel Industries,SA,Construction,Construction,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
2240.SR,Zamil Industrial Investment,Zamil Industrial Investment,SA,Construction,Construction,False,False,seed_candidate;country=Saudi Arabia;verify_with_toss_stock_info_before_live
BBCA.JK,Bank Central Asia,Bank Central Asia,ID,Financial,Bank,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
BBRI.JK,Bank Rakyat Indonesia,Bank Rakyat Indonesia,ID,Financial,Bank,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
BMRI.JK,Bank Mandiri,Bank Mandiri,ID,Financial,Bank,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
BBNI.JK,Bank Negara Indonesia,Bank Negara Indonesia,ID,Financial,Bank,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
TLKM.JK,Telkom Indonesia,Telkom Indonesia,ID,Telecommunication,Telecom,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
GOTO.JK,GoTo Gojek Tokopedia,GoTo Gojek Tokopedia,ID,Technology,AI,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
BUKA.JK,Bukalapak.com,Bukalapak.com,ID,Technology,AI,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ASII.JK,Astra International,Astra International,ID,Automotive,Autonomous Driving,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ANTM.JK,Aneka Tambang,Aneka Tambang,ID,Battery Materials,Secondary Battery,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
INCO.JK,Vale Indonesia,Vale Indonesia,ID,Battery Materials,Secondary Battery,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
MDKA.JK,Merdeka Copper Gold,Merdeka Copper Gold,ID,Metals & Mining,Copper,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
TINS.JK,Timah,Timah,ID,Resources,Resources,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
PTBA.JK,Bukit Asam,Bukit Asam,ID,Resources,Resources,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ADRO.JK,Alamtri Resources Indonesia,Alamtri Resources Indonesia,ID,Resources,Resources,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
ITMG.JK,Indo Tambangraya Megah,Indo Tambangraya Megah,ID,Resources,Resources,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
PGAS.JK,Perusahaan Gas Negara,Perusahaan Gas Negara,ID,Energy,Energy,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
MEDC.JK,Medco Energi Internasional,Medco Energi Internasional,ID,Energy,Energy,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
AKRA.JK,AKR Corporindo,AKR Corporindo,ID,Energy,Energy,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
KLBF.JK,Kalbe Farma,Kalbe Farma,ID,Healthcare,Healthcare,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
MIKA.JK,Mitra Keluarga Karyasehat,Mitra Keluarga Karyasehat,ID,Healthcare,Healthcare,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
HEAL.JK,Medikaloka Hermina,Medikaloka Hermina,ID,Healthcare,Healthcare,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
SIDO.JK,Industri Jamu dan Farmasi Sido Muncul,Industri Jamu dan Farmasi Sido Muncul,ID,Healthcare,Healthcare,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
SMGR.JK,Semen Indonesia,Semen Indonesia,ID,Construction,Construction,False,False,seed_candidate;country=Indonesia;verify_with_toss_stock_info_before_live
